CODIGO;DESCRIPCION;EXISTENCIA;PRECIO;EMPRESA
COBER-N;COBERTOR PARA SILLON MOTO NEGRO;139.00 ;25.0000 ;KAIROS
COBER-NXXXL;COBERTOR PARA SILLON MOTO NEGRO XXXL;417.00 ;27.0000 ;KAIROS
COJ39240320;COJINETE DE BALINES 628/D8 DE CLUTCH CT100,PLATINA100,BOXER BM100 DMS;2.00 ;13.0000 ;KAIROS
COJ-6002;COJINETE 6002;17.00 ;10.0000 ;KAIROS
COJ-6003;COJINETE 6003;17.00 ;10.0000 ;KAIROS
COJ-6004;COJINETE 6004;0.00 ;14.0000 ;KAIROS
COJ-6004KOY;COJINETE 6004 KOY;10.00 ;21.0000 ;KAIROS
COJ-6201;COJINETE 6201;18.00 ;11.0000 ;KAIROS
COJ-6201KOY;COJINETE 6201 KOYO;61.00 ;20.0000 ;KAIROS
COJ-6202;COJINETE 6202;0.00 ;11.0000 ;KAIROS
COJ-6203KOY;COJINETE 6203 KOYO;0.00 ;21.0000 ;KAIROS
COJ-6204;COJINETE 6204;0.00 ;18.5000 ;KAIROS
COJ-6204KOY;COJINETE 6204 KOY;0.00 ;23.0000 ;KAIROS
COJ-6301;COJINETE 6301;26.00 ;11.0000 ;KAIROS
COJ-6301KOY;COJINETE 6301 KOY;172.00 ;21.0000 ;KAIROS
COJ-6302;COJINETE 6302;0.00 ;17.0000 ;KAIROS
CONT-UNI-FLA;CONTROLADOR UNIVERSAL PARA FLASHEO;0.00 ;14.0000 ;KAIROS
CONVERT-24A12;CONVERTIDOR DE VOLTAJE 24V A 12V 30AMP;0.00 ;115.0000 ;KAIROS
CORT-CADTIEM;CORTA CADENA DE TIEMPO;12.00 ;65.0000 ;KAIROS
CORTCA-TRAC;CORTA CADENA DE TRACCION 420-530;28.00 ;59.0000 ;KAIROS
CRE-1011;CREMALLERA S/ALETA  22R 90- R Y L;0.00 ;280.0000 ;KAIROS
CRE-89107;CREMALLERA S/ALETA  22R 84-89 R Y L;0.00 ;220.0000 ;KAIROS
CS-39-104;CARBONERA ALTERNADOR  GMC KENW.;0.00 ;55.0000 ;KAIROS
CS-39-8206;CARBONERA ALTER.TOYOTA;0.00 ;25.0000 ;KAIROS
CS-69-112;CARBONERA STARTER DELCO PG100;0.00 ;55.0000 ;KAIROS
CS-69-8212;CARBONERA COROLLA 03-08 RAV4 01-05;0.00 ;70.0000 ;KAIROS
CS-69-8303;CARBONERA PARA HYUND.;0.00 ;105.0000 ;KAIROS
CS-69-8313;CARBONERA STARTER NISSAN 90-01,MAZ.;0.00 ;105.0000 ;KAIROS
CS-69-85200;CARBONERA PARA CR-V;0.00 ;108.0000 ;KAIROS
CS-69-9410;CARBONERA HYUNDAI 12-17;0.00 ;95.0000 ;KAIROS
CS-CG;CARBON STARTER CG;19.00 ;21.0000 ;KAIROS
CS-GN;CARBON STARTER SUZ. GN,EN  (4PCS);17.00 ;20.0000 ;KAIROS
CS-GN/COM;CARBON STARTER SUZ. GN,EN COMPLETO;0.00 ;35.0000 ;KAIROS
CS-GY6/COMP;CARBON STARTER GY6 COMPLETO;0.00 ;23.0000 ;KAIROS
CS-GY6/XL;CARBON STARTER GY6 (XL);6.00 ;12.0000 ;KAIROS
CS-XR;CARBON DE STARTER XR/HUNK150/INVICTA 7DAWN150 (PAR);0.00 ;10.0000 ;KAIROS
CS-YBR125;CARBON STARTER YBR (CARBONES);0.00 ;9.0000 ;KAIROS
CS-YBR125/COMP;CARBON STARTER YBR 125 (COMPLETO);7.00 ;30.0000 ;KAIROS
CUL-AN;CULATA  AN125;1.00 ;1,150.0000 ;KAIROS
CUL-C110;CULATA CD110 C110 SEMIAUTOMATICA;2.00 ;334.0000 ;KAIROS
CUL-GN125;CULATA COMPLETA DE GN 125 H,F;2.00 ;1,450.0000 ;KAIROS
CUL-GY6-125;CULATA GY6 125 COMPLETA;0.00 ;395.0000 ;KAIROS
CUL-NAVI;CULATA NAVI;1.00 ;850.0000 ;KAIROS
CUL-YBR;CULATA YBR;1.00 ;1,150.0000 ;KAIROS
CUNT-AN;CUNA DE TIMON AN 125;35.00 ;34.0000 ;KAIROS
CUNT-AX100;CUNA DE TIMON AX100 AX4;32.00 ;25.0000 ;KAIROS
CUNT-BROS125;CUNA DE TIMON BROS125,XR125;10.00 ;49.0000 ;KAIROS
CUNT-CG;CUNA DE TIMON CG-125/CGL-125;52.00 ;25.0000 ;KAIROS
CUNT-CT100;CUNA DE TIMON BAJAJ CT100,BOXER150,PULSAR 135,180;10.00 ;27.0000 ;KAIROS
CUNT-EN;CUNA DE TIMON GS/EN;3.00 ;35.0000 ;KAIROS
CUNT-GNF125;CUNA DE TIMON GNF125;63.00 ;33.0000 ;KAIROS
CUNT-GNH;CUNA DE TIMON GNH;55.00 ;25.0000 ;KAIROS
CUNT-GY6-125;CUNA DE TIMON GY6 125 CC;44.00 ;29.0000 ;KAIROS
CUNT-VIVIO;CUNA DE TIMON T9 VIVIO SUPER LIFE 150;41.00 ;27.0000 ;KAIROS
CUNT-XR150L;CUNA DE TIMON XR150L;8.00 ;60.0000 ;KAIROS
CUNT-YBR;CUNA DE TIMON YBR MOD.;25.00 ;38.0000 ;KAIROS
CY-F03;NEBLINERA  6LED ALTA INTENCIDAD;0.00 ;60.0000 ;KAIROS
DAMP-AX100;DAMPER PARA AX100;17.00 ;13.0000 ;KAIROS
DAMP-AX4;DAMPER PARA AX4,WAVE MODERNA;4.00 ;31.0000 ;KAIROS
DAMP-CGL125;DAMPER(HULES DE MASA) MOTO CGL Y YBR 125 JW;164.00 ;8.0000 ;KAIROS
DAMP-EN125;DAMPER(HULES DE MASA) MOTO EN 125,GN125 JW;0.00 ;13.0000 ;KAIROS
DAMP-REC-CGL;RECICLABLE DAMPER DE CGL;263.00 ;7.9000 ;KAIROS
DAMP-REC-GN;RECICLABLE DAMPER DE GN;28.00 ;7.9000 ;KAIROS
DEFESTRI -UNIV;DEFENSA ESTRIBO TOYOTA;0.00 ;1,615.0000 ;KAIROS
DEP-CHOR;DEPOSITO DE AGUA PARA CHORITOS UNVERSAL CON ACCESORIO;0.00 ;105.0000 ;KAIROS
DIAF-DISCOV125;DIAFRAGMA DISCOVERI 125 COMPLETO;6.00 ;38.0000 ;KAIROS
DIAF-GN;DIAFRAGMA DE GN EN(HULE);47.00 ;18.0000 ;KAIROS
DISC-AX100;DISCO DE CLUTCH AX100 5PCS;9.00 ;24.0000 ;KAIROS
DISC-AX4;DISCO DE CLUTCH AX4;3.00 ;43.0000 ;KAIROS
DISC-CGL125;DISCO DE CLUTCH CGL,CG,YBR NXR,STORM 5PCZ;52.00 ;27.0000 ;KAIROS
DISC-GN125;DISCO DE CLUTCH GN125 5PCS EN125;18.00 ;26.0000 ;KAIROS
DISC-NS200;DISCO DE CLUTCH PULSAR NS 200;3.00 ;45.0000 ;KAIROS
DIS-FV-AN;DISCO DE FRENO VENTILADO DE AN;4.00 ;85.0000 ;KAIROS
DIS-FV-EN;DISCO DE FRENO VENTILADO DE EN;3.00 ;100.0000 ;KAIROS
DIS-FV-GN;DISCO DE FRENO VENTILADO DE GN;1.00 ;86.0000 ;KAIROS
DIS-FV-TRASAPAC200-ICMAX;DISCO DE FRENO VENTILADO TRAS. TVS APACHE 200 ICMAX;0.00 ;180.0000 ;KAIROS
DIS-FV-TRASPUL220-ICMAX;NUEVO-DISCO FRENO TRAS.  BAJ.PULSAR220S/F ICMAX;1.00 ;119.0000 ;KAIROS
DIS-FV-YBR6;DISCO DE FRENO VENTILADO DE YBR 6 HOYOS;1.00 ;139.0000 ;KAIROS
DR-5173;RECTIFICADOR ALTERNADOR DELCO 17SI;0.00 ;160.0000 ;KAIROS
E-8229;BOMBA SUMERGIBLE  PARA GASOLINA DELGADA;2.00 ;134.0000 ;KAIROS
E-8230;BOMBA SUMERGIBLE PARA GASOLINA DELGADA 6 CILINDROS;3.00 ;150.0000 ;KAIROS
E-8231;BOMBA  PARA GASOLINA CUADRADA;0.00 ;145.0000 ;KAIROS
E-8235;BOMBA SUMERGIBLE PARA GASOLINA GRUESA;0.00 ;170.0000 ;KAIROS
EJE-AR/ENDEL;EJE DE ARO DE EN DELANTERO;10.00 ;23.0000 ;KAIROS
EJE-AR/ENTRAS;EJE DE ARO DE EN TRASERO;11.00 ;38.0000 ;KAIROS
EJE-AR/YBRTRAS;EJE DE ARO  YBR TRASERO;0.00 ;30.0000 ;KAIROS
EJE-ARC-CGTRAS;EJE DE ARO DE CG125 TRASERO;15.00 ;29.0000 ;KAIROS
EJE-BF-AX100;EJE DE BREAZO DE FRENO AX100;89.00 ;10.0000 ;KAIROS
EJELEVAS-AN;EJE DE LEVAS SUZ. AN;0.00 ;89.0000 ;KAIROS
EJELEVAS-GN;EJE DE LEVAS EN/GN;6.00 ;93.0000 ;KAIROS
EJELEVAS-GY6;EJE DE LEVAS GY6;0.00 ;72.0000 ;KAIROS
EJELEVAS-NAVI;EJE DE LEVAS HON. NAVI;1.00 ;179.0000 ;KAIROS
EJELEVAS-VIVIO;EJE DE LEVAS KIMCO VIVIO;2.00 ;110.0000 ;KAIROS
EJELEVAS-YBR;EJE DE LEVAS YAM. YBR;2.00 ;110.0000 ;KAIROS
EJ-P/VEL-CGL;EJE PATA DE VELOCIDADES CGL-125;9.00 ;40.0000 ;KAIROS
EMB-C-AX100;EMBULO DE CARBURADOR AX100;7.00 ;35.0000 ;KAIROS
EMB-C-C110;EMBULO DE CARBURADOR C110 (DREAM110);6.00 ;35.0000 ;KAIROS
EMB-C-CT100;EMBULO DE CARBURADOR DIAFRAGMA CT100 (BOXER100);6.00 ;35.0000 ;KAIROS
EMB-U;EMBUDO UNIVERSAL;2.00 ;15.0000 ;KAIROS
EMP-E-BM150;EMPAQUE DE ESCAPE PARA BOXER BM 150 10PZS;1.00 ;15.0000 ;KAIROS
EMP-E-GY6;EMEPAQUE DE ESCAPE PARA GY6  10 PZS;68.00 ;15.0000 ;KAIROS
EMP-ESC22R;EMPAQUE DE ESCAPE DE 22R;0.00 ;7.0000 ;KAIROS
EMPL-RH-A2.5;LAMPARA EMPOTRAR REDONDA 2.5PUL. CON HULE COLOR AMARILLO;0.00 ;50.0000 ;KAIROS
EMPL-RH-R2.5;LAMPARA EMPOTRAR REDONDA 2.5PUL. CON HULE COLOR ROJO;0.00 ;50.0000 ;KAIROS
EMP-M-AN;EMPAQUE DE MOTOR PARA AN125;40.00 ;21.0000 ;KAIROS
EMP-M-AX4;EMPAQUE DE MOTOR PARA AX4;5.00 ;45.0000 ;KAIROS
EMP-M-CB1;EMPAQUE DE MOTOR CB1-125;0.00 ;25.0000 ;KAIROS
EMP-M-CG125;EMPAQUE DE MOTOR PARA CG-125;45.00 ;16.0000 ;KAIROS
EMP-M-CG150;EMPAQUE DE MOTOR PARA CG-150;43.00 ;16.0000 ;KAIROS
EMP-M-GIXX;EMPAQUE DE MOTOR PARA GIXXER;0.00 ;40.0000 ;KAIROS
EMP-M-GN;EMPAQUE DE MOTOR PARA GN;34.00 ;17.0000 ;KAIROS
EMP-MGY6-125;EMPAQUE DE MOTOR PARA GY6-125;39.00 ;21.0000 ;KAIROS
EMP-MGY6-150;EMPAQUE DE MOTOR PARA GY6-150;44.00 ;21.0000 ;KAIROS
EMP-TPC-CG125;EMPAQUE DE TAPADERA DE PLANTA + CLUTCH CG 125/150;56.00 ;6.5000 ;KAIROS
EMP-TVAL-AN;EMPAQUE DE TAPADERA DE VALVULA  AN;57.00 ;33.0000 ;KAIROS
EMP-TVAL-XR;EMPAQUE DE TAPADERA DE VALVULA XR;107.00 ;9.0000 ;KAIROS
ENC-S/LUZ;ENCENDEDOR PARA CIGARRO COMPLETO;2.00 ;15.5000 ;KAIROS
ESP-12MM;ESPARRAGO 1.50 HONDA CIVIC 12mm;168.00 ;5.5000 ;KAIROS
ESP-12MMJ;ESPARRAGO 1.50 HONDA CIVIC 12MM JAPON;0.00 ;6.5000 ;KAIROS
ESP-13MMJN;ESPARRAGO DE 13MM NISSAN JAPON;0.00 ;6.0000 ;KAIROS
ESP-AN125JB;ESPEJO DE AN 125 JUEGO COLOR BLANCO;3.00 ;97.0000 ;KAIROS
ESP-AN125JN;ESPEJO DE AN 125 JUEGO COLOR NEGRO;0.00 ;97.0000 ;KAIROS
ESP-AN125JR;ESPEJO DE AN 125 JUEGO COLOR ROJO;9.00 ;97.0000 ;KAIROS
ESP-C;ESPEJO LATERAL PARA CAMION BLANCO UNID.;12.00 ;86.0000 ;KAIROS
ESPC-COAS-DL;ESPARRAGO COMPLETO COASTER DELANTERO IZQUIERDO;4.00 ;45.0000 ;KAIROS
ESPC-COAS-DR;ESPARRAGO COMPLETO COASTER DELANTERO DERECHO;9.00 ;45.0000 ;KAIROS
ESPC-COAS-TL;ESPARRAGO COMPLETO COASTER TRASERO IZQUIERDO;10.00 ;45.0000 ;KAIROS
ESPC-COAS-TR;ESPARRAGO COMPLETO COASTER TRASERO DERECHO;10.00 ;45.0000 ;KAIROS
ESP-CRV;ESPARRAGO 1.50 HONDA CR-V 12.37MM JAPON;0.00 ;7.0000 ;KAIROS
ESP-GNF-125;ESPEJO DE GNF125 JUEGO;49.00 ;72.0000 ;KAIROS
ESPJ-CLU/YBR125;ESPEJO DE CLUTCH YBR 125;0.00 ;28.0000 ;KAIROS
ESPJ-CLU-GN125;ESPEJO DE CLUTCH GN125;14.00 ;28.0000 ;KAIROS
ESP-KTL;ESPARRAGO COMPLETO KIA K2700 TRASERO IZQ. PL;0.00 ;50.0000 ;KAIROS
ESP-KTR;ESPARRAGO COMPLETO KIA K2700 TRASERO DER. OR;0.00 ;50.0000 ;KAIROS
ESP-N89TL;ESPEJO NEGRO CON TAPADERA TOYOTA 89- IZQUIERDO;0.00 ;45.0000 ;KAIROS
ESP-N89TR;ESPEJO NEGRO CON TAPADERA TOYOTA 89- R;4.00 ;45.0000 ;KAIROS
ESP-NAVI;ESPEJO DE NAVI;18.00 ;38.0000 ;KAIROS
ESP-NS200;ESPEJO DE PULSAR NS200;4.00 ;50.0000 ;KAIROS
ESPO-PRO-B;ESPONJA PROTAPE COLOR BLANCO;16.00 ;22.0000 ;KAIROS
ESPO-PRO-N;ESPONJA PROTAPE COLOR NEGRO;78.00 ;22.0000 ;KAIROS
ESPO-PRO-R;ESPONJA PROTAPE COLOR ROJO;85.00 ;22.0000 ;KAIROS
ESP-PC-L;ESPEJOS PATA CORTA IZQUIERDO;0.00 ;25.0000 ;KAIROS
ESP-PC-R;ESPEJOS PATA CORTA DERECHO;0.00 ;25.0000 ;KAIROS
ESP-T14MM;ESPARRAGO PARA TOYOTA 2WD 14MM;-48.00;5.0000 ;KAIROS
ESP-T14MMJ;ESPARRAGO PARA TOYOTA 2WD 14MM JAPON;127.00 ;6.0000 ;KAIROS
ESP-T4WD;ESPARRAGO PARA TOYOTA 4WD 14MM;0.00 ;5.0000 ;KAIROS
ESP-XR150J;ESPEJO DE XR 150 JUEGO;18.00 ;35.0000 ;KAIROS
ESTR-AX100;ESTRIBO DE AX-100;5.00 ;77.0000 ;KAIROS
ESTR-C110;ESTRIBO DE C110,SEMIAUTOMATICAS;0.00 ;90.0000 ;KAIROS
EXTRAC-BOL-AX100;EXTRACTOR DE BOLANTE DE AX100 GY6;9.00 ;38.0000 ;KAIROS
EXTRAC-BOL-GN;EXTRACTOR DE BOLANTE DE GN,GS,CRUX;20.00 ;45.0000 ;KAIROS
EXTRAC-ENGLGY6;EXTRACTOR ENGRANAGE LOKO GY6;4.00 ;125.0000 ;KAIROS
EXTRAC-ENGTCG;EXTRACTOR ENGRANAGE TIEMPO CG;0.00 ;100.0000 ;KAIROS
EXTRAC-GUIAVAL;EXTRACTOR DE GUIA DE VALVULA;2.00 ;26.0000 ;KAIROS
EXTRAC-MUL;EXTRACTOR MULTIUSO;0.00 ;40.0000 ;KAIROS
EXTRAC-PASPISTON;EXTRACTOR PASADOR  DE PISTON;4.00 ;78.0000 ;KAIROS
EXTRAC-RETBARA;EXTRACTOR DE RETENEDOR DE BARRA;0.00 ;95.0000 ;KAIROS
EXTRAC-TFILCENTD;EXTRACTOR TUERCA FILTRO CENTRIFUGO DOBLE;1.00 ;40.0000 ;KAIROS
F250A;TERMINAL ELECTRICA HEMBRA AMBAR;2,100.00 ;0.3700 ;KAIROS
F-28D;FAJA F-28 DENTADA;0.00 ;20.5000 ;KAIROS
F-29D;FAJA F-29 DENTADA;0.00 ;20.5000 ;KAIROS
F-30D;FAJA F-30 DENTADA;30.00 ;21.0000 ;KAIROS
F-31D;FAJA F-31 DENTADA;33.00 ;22.0000 ;KAIROS
F-32D;FAJA F-32 DENTADA;10.00 ;23.0000 ;KAIROS
F-33D;FAJA F-33 DENTADA;4.00 ;24.0000 ;KAIROS
F-34D;FAJA F-34 DENTADA;0.00 ;24.0000 ;KAIROS
F-34L;FAJA F-34 LISA;10.00 ;13.0000 ;KAIROS
F-35D;FAJA F-35 DENTADA;6.00 ;24.0000 ;KAIROS
F-36D;FAJA F-36 DENTADA;17.00 ;25.0000 ;KAIROS
F-37D;FAJA F-37 DENTADA;5.00 ;26.0000 ;KAIROS
F-38D;FAJA F-38 DENTADA;4.00 ;27.0000 ;KAIROS
F-39D;FAJA F-39 DENTADA;8.00 ;28.0000 ;KAIROS
F-3MMR;TERMINAL HEMBRA DE 3mm MINI ROJA;0.00 ;0.3700 ;KAIROS
F-40D;FAJA F-40 DENTADA;6.00 ;28.0000 ;KAIROS
F-40L;FAJA F-40 LISA;10.00 ;15.0000 ;KAIROS
F-41D;FAJA F-41 DENTADA;10.00 ;29.0000 ;KAIROS
F-42D;FAJA F-42 DENTADA;9.00 ;30.0000 ;KAIROS
F-43D;FAJA F-43 DENTADA;5.00 ;30.0000 ;KAIROS
F-44D;FAJA F-44 DENTADA;6.00 ;32.0000 ;KAIROS
F-45;FAJA F-45 DENTADA;1.00 ;32.0000 ;KAIROS
F-46D;FAJA F-46 DENTADA;15.00 ;32.0000 ;KAIROS
F-47D;FAJA F-47 DENTADA;7.00 ;33.0000 ;KAIROS
F-48D;FAJA F-48 DENTADA;13.00 ;33.0000 ;KAIROS
F-48L;FAJA F-48 LISA;10.00 ;18.0000 ;KAIROS
F-49D;FAJA F-49 DENTADA;3.00 ;34.0000 ;KAIROS
F-50D;FAJA F-50 DENTADA;3.00 ;35.0000 ;KAIROS
F-52D;FAJA F 52 DENTADA;0.00 ;35.0000 ;KAIROS
F-53D;FAJA F 53 DENTADA;10.00 ;35.0000 ;KAIROS
F-54D;FAJA F 54 DENTADA;10.00 ;37.0000 ;KAIROS
F-55D;FAJA F 55 DENTADA;10.00 ;37.0000 ;KAIROS
F-58D;FAJA F 58;0.00 ;38.0000 ;KAIROS
FA-ACTIVA125;FILTRO DE AIRE HOND. ACTIVA 125;0.00 ;40.0000 ;KAIROS
FA-AN;FILTRO DE AIRE AN;28.00 ;25.0000 ;KAIROS
FA-AX4;FILTRO DE AIRE AX-4;10.00 ;25.0000 ;KAIROS
FA-CB1;FILTRO DE AIRE HON. CB1;3.00 ;19.0000 ;KAIROS
FA-CB190R;FILTRO DE AIRE HON. CB190R,CB160,K70;4.00 ;24.0000 ;KAIROS
FAC-BAJAJ;FILTRO DE ACEITE PARA MOTOS BAJAJ;133.00 ;8.5000 ;KAIROS
FAC-NS200;FILTRO DE ACEITE  PULSAR NS200;8.00 ;13.0000 ;KAIROS
FA-CRF230;FILTRO DE AIRE CRF 230,150;0.00 ;42.0000 ;KAIROS
FA-CRUX;FILTRO DE AIRE YAMAHA CRUX;0.00 ;43.0000 ;KAIROS
FAC-SU;FILTRO DE ACEITE PARA MOTOS GN AN EN REDONDO;663.00 ;5.0000 ;KAIROS
FA-CYGNUS;FILTRO DE AIRE YAM. CYGNUS125;14.00 ;26.0000 ;KAIROS
FA-DISC150;FILTRO DE AIRE DISCOVERI 150,DUKE200;6.00 ;19.0000 ;KAIROS
FA-ELITE18;FILTRO DE AIRE PARA ELITE-FI 2018- MODERNA;8.00 ;29.0000 ;KAIROS
FA-ELITE1P;FILTRO DE AIRE PARA ELITE 2015 MODERNA 1 PATA;7.00 ;25.0000 ;KAIROS
FA-ELITE2P;FILTRO DE AIRE PARA ELITE 2014 ANTIGUA 2 PATAS;1.00 ;25.0000 ;KAIROS
FA-GIXXER;FILTRO DE AIRE SUZUKI GIXXER 160;15.00 ;29.0000 ;KAIROS
FA-GN;FILTRO DE AIRE PARA MOTO GN,EN;84.00 ;8.0000 ;KAIROS
FA-GY6-R;FILTRO DE AIRE PARA GY6 150 REDONDO;16.00 ;19.0000 ;KAIROS
FA-GY6-T;FILTRO DE AIRE PARA GY6 125 TRIANGULAR;2.00 ;25.0000 ;KAIROS
FA-HAYATE;FILTRO DE AIRE HAYATE;5.00 ;26.0000 ;KAIROS
FA-HUNK;FILTRO DE AIRE HUNK 150;9.00 ;26.0000 ;KAIROS
FAJ743-125CC;FAJA PARA MOTOS 125CC #743 FYM;127.00 ;37.0000 ;KAIROS
FAJ-AN125;FAJA PARA AN-125;25.00 ;50.0000 ;KAIROS
FAJ-ELITE;FAJA PARA MOTO HOND ELITE REFOR.;38.00 ;89.0000 ;KAIROS
FAJ-MAG90CC;FAJA MAGIC 90CC MITSUB.;13.00 ;55.0000 ;KAIROS
FAJ-NAVE;FAJA  MITSUB. MOVESA NAVE SERPENTO NOVA;1.00 ;47.0000 ;KAIROS
FAJ-NAVI;FAJA PARA MOTO NAVI 23100-KWP-D01;23.00 ;48.0000 ;KAIROS
FAJ-RAY-Z;FAJA RAY-Z MITSUB.;21.00 ;55.0000 ;KAIROS
FA-KRIPTON110;FILTRO DE AIRE YAM. KRIPTON 110;3.00 ;24.0000 ;KAIROS
FA-NAVI;FILTRO DE AIRE DE HONDA NAVI;8.00 ;32.0000 ;KAIROS
FA-NS200;FILTRO DE AIRE PULSAR NS200;1.00 ;23.0000 ;KAIROS
FA-PIPA-UNIV;FILTRO DE AIRE TIPO PIPA UNIVERSA;0.00 ;45.0000 ;KAIROS
FA-PUL135;FILTRO DE AIRE PULSAR 135;0.00 ;12.0000 ;KAIROS
FA-RAY-Z;FILTRO DE AIRE YAMAHA RAY-Z R;77.00 ;33.0000 ;KAIROS
FA-RS200;FILTRO DE AIRE PULSAR RS200;0.00 ;40.0000 ;KAIROS
FA-SLIFE;FILTRO AIRE  SUPER LIFE 150;17.00 ;30.0000 ;KAIROS
FA-STORM;FILTRO DE AIRE PARA STORM, V-MEN;1.00 ;25.0000 ;KAIROS
FA-STUNER;FILTRO DE AIRE HONDA STUNER;0.00 ;25.0000 ;KAIROS
FA-SZ160;FILTRO DE AIRE YAM. SZ160;5.00 ;34.0000 ;KAIROS
FAU-AN;FILTRO DE AUTOMATICO PARA  AN (ESPONJA REDONDA);7.00 ;17.0000 ;KAIROS
FA-VIVIO;FILTRO DE AIRE PASOLAS CHINAS CUADRADO;38.00 ;16.0000 ;KAIROS
FA-WAVE110;FILTRO DE AIRE WAVE110 MODERNA;23.00 ;28.0000 ;KAIROS
FA-XR150;FILTRO DE AIRE HONDA XR125/150;5.00 ;28.0000 ;KAIROS
FA-XR190;FILTRO DE AIRE HONDA XR190;2.00 ;28.0000 ;KAIROS
FA-XTZ125;FILTRO DE IARE YAM. XTZ125 XL;11.00 ;20.0000 ;KAIROS
FA-YBR;FILTRO DE AIRE YBR125;10.00 ;25.0000 ;KAIROS
FG-4194;FILTRO DE GASOLINA PARA NISSAN PICKUP GRUEZO;0.00 ;26.0000 ;KAIROS
FG-4777;FILTRO DE GASOLINA NISSAN SENTRA;0.00 ;23.0000 ;KAIROS
FG-6037;FILTRO DE GAS TOYOTA 22R 12X12;0.00 ;38.0000 ;KAIROS
FG-6040;FILTRO DE GASOLINA 7612-6040-6044 TOYOTA COROLLA;0.00 ;35.0000 ;KAIROS
FG-6680;FILTRO DE GASOLINA PARA TOYOTA V6;0.00 ;35.0000 ;KAIROS
FG-7146;FILTRO DE GASOLINA 7146 MAZDA PROTEGE;8.00 ;33.0000 ;KAIROS
FG-79055;FILTRO DE GASOLINA PARA TOYOTA TACOMA;0.00 ;29.8000 ;KAIROS
FG-AX;FILTRO DE GASOLINA AX-100;376.00 ;3.5000 ;KAIROS
FG-MOTO;FILTRO DE GASOLINA PARA MOTO SIN HIMAN;106.00 ;2.5000 ;KAIROS
FG-REC;FILTRO GAS. PLASTICO RECTO 5/16 TRANS G1;0.00 ;6.5000 ;KAIROS
FH-100AMP;FUSUBLE HEMBRA 100AMP;86.00 ;6.0000 ;KAIROS
FH-30AMP;FUSIBLE HEMBRA 30AMP;0.00 ;6.0000 ;KAIROS
FH-40AMP;FUSIBLE HEMBRA  40AMP;0.00 ;6.0000 ;KAIROS
FH-50AMP;FUSUBLE HEMBRA 50AMP;0.00 ;6.0000 ;KAIROS
FH-80AMP;FUSUBLE HEMBRA 80AMP;50.00 ;6.0000 ;KAIROS
FH-PEQ20A;FUSIBLE HEMBRA PEQUEÑO DE 20 AMPERIOS;0.00 ;5.0000 ;KAIROS
FH-PEQ40A;FUSIBLE HEMBRA PEQUEÑO DE 40 AMPERIOS;0.00 ;5.0000 ;KAIROS
FH-PEQ50A;FUSIBLE HEMBRA PEQUEÑO DE 50 AMPERIOS;0.00 ;5.0000 ;KAIROS
FH-PEQ60A;FUSIBLE HEMBRA PEQUEÑO DE 60 AMPERIOS;0.00 ;5.0000 ;KAIROS
FH-PEQ80A;FUSIBLE HEMBRA PEQUEÑO DE 80 AMPERIOS;6.00 ;5.0000 ;KAIROS
FLA-22070;FLASHER TOY HI-LUX VERDE;0.00 ;15.0000 ;KAIROS
FLA-552;FLASHER UNIVERSAL ALUMINIO CORTO DE 2 ESPIGAS;14.00 ;7.5000 ;KAIROS
FLA-C;FLASHER CUADRADO PARA PIDEVIAS S/B;66.00 ;13.5000 ;KAIROS
FLA-EL2;FLASHER ELECTRONICO DE 12V 2 ESPIGAS;0.00 ;24.0000 ;KAIROS
FLA-EL3;FLASHER ELECTRONICO DE 12V 3 ESPIGAS;18.00 ;25.0000 ;KAIROS
FLA-GY6;FLASHER DE GY6-125;47.00 ;17.0000 ;KAIROS
FLOTE-22R84;FLOTE DE TANQUE 22R 84-88;-14.00;100.0000 ;KAIROS
FLOTE-22R89;FLOTE DE TANQUE 22R 89-95;-15.00;100.0000 ;KAIROS
FLOTE-AN;FLOTE DE GASOLINA DE AN;11.00 ;49.0000 ;KAIROS
FLOTE-GNF;FLOTE DE GASOLINA DE SUZ. GN-F;5.00 ;49.0000 ;KAIROS
FLOTE-GY6.125;FLOTE DE TANQUE GY6-125;8.00 ;28.0000 ;KAIROS
FLOTE-YBR;FLOTE DE GASOLINA DE YBR;7.00 ;55.0000 ;KAIROS
FM-100AMP;FUSIBLE MACHO 100AMP;35.00 ;6.0000 ;KAIROS
FM-30AMP;FUSIBLE MACHO 30AMP;23.00 ;6.0000 ;KAIROS
FM-40AMP;FUSIBLE MACHO 40AMP;20.00 ;6.0000 ;KAIROS
FM-50AMP;FUSIBLE MACHO 50AMP;24.00 ;6.0000 ;KAIROS
FM-80AMP;FUSIBLE MACHO 80AMP;45.00 ;6.0000 ;KAIROS
FRIC-AN;FRICCION DE AN;21.00 ;28.5000 ;KAIROS
FRIC-AUTOM-AN;FRICCION DE AUTOMATICO PARA AN;0.00 ;125.0000 ;KAIROS
FRIC-AUTOM-GY6;FRICCION DE AUTOMATICO DE GY6;7.00 ;113.0000 ;KAIROS
FRIC-AUTOM-NAVI;FRICCION DE AUTOMATICO PARA NAVI;1.00 ;125.0000 ;KAIROS
FRIC-BROS;FRICCION DE HONDA BROSS,XL,ELITE;12.00 ;29.0000 ;KAIROS
FRIC-CGL;FRICCION DE CGL;269.00 ;26.0000 ;KAIROS
